Symbol,Week_1_2025-09-12,Week_2_2025-09-19,Week_3_2025-09-26,Week_4_2025-10-03,Week_5_2025-10-10,Week_6_2025-10-17,Week_7_2025-10-24,Week_8_2025-10-31,Week_9_2025-11-07,Week_10_2025-11-14,Week_11_2025-11-21,Week_12_2025-11-28,Week_13_2025-12-05
MEDANTA.NS,"Ticker
MEDANTA.NS    1322.300049
Name: 2025-09-12, dtype: float64","Ticker
MEDANTA.NS    1354.199951
Name: 2025-09-19, dtype: float64","Ticker
MEDANTA.NS    1299.699951
Name: 2025-09-26, dtype: float64","Ticker
MEDANTA.NS    1328.800049
Name: 2025-10-03, dtype: float64","Ticker
MEDANTA.NS    1349.400024
Name: 2025-10-10, dtype: float64","Ticker
MEDANTA.NS    1371.699951
Name: 2025-10-17, dtype: float64","Ticker
MEDANTA.NS    1346.699951
Name: 2025-10-24, dtype: float64","Ticker
MEDANTA.NS    1311.5
Name: 2025-10-31, dtype: float64","Ticker
MEDANTA.NS    1251.800049
Name: 2025-11-07, dtype: float64","Ticker
MEDANTA.NS    1174.900024
Name: 2025-11-14, dtype: float64","Ticker
MEDANTA.NS    1226.900024
Name: 2025-11-21, dtype: float64","Ticker
MEDANTA.NS    1246.0
Name: 2025-11-28, dtype: float64","Ticker
MEDANTA.NS    1161.0
Name: 2025-12-05, dtype: float64"
METROPOLIS.NS,"Ticker
METROPOLIS.NS    2058.735107
Name: 2025-09-12, dtype: float64","Ticker
METROPOLIS.NS    2129.189453
Name: 2025-09-19, dtype: float64","Ticker
METROPOLIS.NS    2010.435303
Name: 2025-09-26, dtype: float64","Ticker
METROPOLIS.NS    1992.173218
Name: 2025-10-03, dtype: float64","Ticker
METROPOLIS.NS    1990.875854
Name: 2025-10-10, dtype: float64","Ticker
METROPOLIS.NS    1934.193115
Name: 2025-10-17, dtype: float64","Ticker
METROPOLIS.NS    1901.06189
Name: 2025-10-24, dtype: float64","Ticker
METROPOLIS.NS    1966.32666
Name: 2025-10-31, dtype: float64","Ticker
METROPOLIS.NS    1959.840088
Name: 2025-11-07, dtype: float64","Ticker
METROPOLIS.NS    1970.800049
Name: 2025-11-14, dtype: float64","Ticker
METROPOLIS.NS    1955.099976
Name: 2025-11-21, dtype: float64","Ticker
METROPOLIS.NS    1931.0
Name: 2025-11-28, dtype: float64","Ticker
METROPOLIS.NS    1923.5
Name: 2025-12-05, dtype: float64"
CUMMINSIND.NS,"Ticker
CUMMINSIND.NS    4030.399902
Name: 2025-09-12, dtype: float64","Ticker
CUMMINSIND.NS    4080.399902
Name: 2025-09-19, dtype: float64","Ticker
CUMMINSIND.NS    3947.600098
Name: 2025-09-26, dtype: float64","Ticker
CUMMINSIND.NS    3932.699951
Name: 2025-10-03, dtype: float64","Ticker
CUMMINSIND.NS    3966.0
Name: 2025-10-10, dtype: float64","Ticker
CUMMINSIND.NS    3974.899902
Name: 2025-10-17, dtype: float64","Ticker
CUMMINSIND.NS    4183.200195
Name: 2025-10-24, dtype: float64","Ticker
CUMMINSIND.NS    4344.100098
Name: 2025-10-31, dtype: float64","Ticker
CUMMINSIND.NS    4291.799805
Name: 2025-11-07, dtype: float64","Ticker
CUMMINSIND.NS    4283.200195
Name: 2025-11-14, dtype: float64","Ticker
CUMMINSIND.NS    4333.799805
Name: 2025-11-21, dtype: float64","Ticker
CUMMINSIND.NS    4479.299805
Name: 2025-11-28, dtype: float64","Ticker
CUMMINSIND.NS    4447.600098
Name: 2025-12-05, dtype: float64"
FLUOROCHEM.NS,"Ticker
FLUOROCHEM.NS    3712.767334
Name: 2025-09-12, dtype: float64","Ticker
FLUOROCHEM.NS    3798.300049
Name: 2025-09-19, dtype: float64","Ticker
FLUOROCHEM.NS    3679.0
Name: 2025-09-26, dtype: float64","Ticker
FLUOROCHEM.NS    3701.5
Name: 2025-10-03, dtype: float64","Ticker
FLUOROCHEM.NS    3728.0
Name: 2025-10-10, dtype: float64","Ticker
FLUOROCHEM.NS    3718.399902
Name: 2025-10-17, dtype: float64","Ticker
FLUOROCHEM.NS    3706.199951
Name: 2025-10-24, dtype: float64","Ticker
FLUOROCHEM.NS    3743.600098
Name: 2025-10-31, dtype: float64","Ticker
FLUOROCHEM.NS    3614.0
Name: 2025-11-07, dtype: float64","Ticker
FLUOROCHEM.NS    3556.5
Name: 2025-11-14, dtype: float64","Ticker
FLUOROCHEM.NS    3481.100098
Name: 2025-11-21, dtype: float64","Ticker
FLUOROCHEM.NS    3423.5
Name: 2025-11-28, dtype: float64","Ticker
FLUOROCHEM.NS    3343.0
Name: 2025-12-05, dtype: float64"
WAAREEENER.NS,"Ticker
WAAREEENER.NS    3632.162354
Name: 2025-09-12, dtype: float64","Ticker
WAAREEENER.NS    3524.322998
Name: 2025-09-19, dtype: float64","Ticker
WAAREEENER.NS    3205.801758
Name: 2025-09-26, dtype: float64","Ticker
WAAREEENER.NS    3436.971924
Name: 2025-10-03, dtype: float64","Ticker
WAAREEENER.NS    3331.531006
Name: 2025-10-10, dtype: float64","Ticker
WAAREEENER.NS    3533.318115
Name: 2025-10-17, dtype: float64","Ticker
WAAREEENER.NS    3529.5
Name: 2025-10-24, dtype: float64","Ticker
WAAREEENER.NS    3427.399902
Name: 2025-10-31, dtype: float64","Ticker
WAAREEENER.NS    3276.199951
Name: 2025-11-07, dtype: float64","Ticker
WAAREEENER.NS    3348.699951
Name: 2025-11-14, dtype: float64","Ticker
WAAREEENER.NS    3185.699951
Name: 2025-11-21, dtype: float64","Ticker
WAAREEENER.NS    3172.5
Name: 2025-11-28, dtype: float64","Ticker
WAAREEENER.NS    2899.0
Name: 2025-12-05, dtype: float64"
BAJAJFINSV.NS,"Ticker
BAJAJFINSV.NS    2081.5
Name: 2025-09-12, dtype: float64","Ticker
BAJAJFINSV.NS    2067.300049
Name: 2025-09-19, dtype: float64","Ticker
BAJAJFINSV.NS    2003.199951
Name: 2025-09-26, dtype: float64","Ticker
BAJAJFINSV.NS    2000.900024
Name: 2025-10-03, dtype: float64","Ticker
BAJAJFINSV.NS    2004.300049
Name: 2025-10-10, dtype: float64","Ticker
BAJAJFINSV.NS    2083.699951
Name: 2025-10-17, dtype: float64","Ticker
BAJAJFINSV.NS    2159.5
Name: 2025-10-24, dtype: float64","Ticker
BAJAJFINSV.NS    2088.300049
Name: 2025-10-31, dtype: float64","Ticker
BAJAJFINSV.NS    2102.100098
Name: 2025-11-07, dtype: float64","Ticker
BAJAJFINSV.NS    2065.800049
Name: 2025-11-14, dtype: float64","Ticker
BAJAJFINSV.NS    2052.399902
Name: 2025-11-21, dtype: float64","Ticker
BAJAJFINSV.NS    2094.0
Name: 2025-11-28, dtype: float64","Ticker
BAJAJFINSV.NS    2079.5
Name: 2025-12-05, dtype: float64"
PETRONET.NS,"Ticker
PETRONET.NS    270.973846
Name: 2025-09-12, dtype: float64","Ticker
PETRONET.NS    271.412537
Name: 2025-09-19, dtype: float64","Ticker
PETRONET.NS    260.201172
Name: 2025-09-26, dtype: float64","Ticker
PETRONET.NS    271.948761
Name: 2025-10-03, dtype: float64","Ticker
PETRONET.NS    274.386017
Name: 2025-10-10, dtype: float64","Ticker
PETRONET.NS    268.682831
Name: 2025-10-17, dtype: float64","Ticker
PETRONET.NS    273.996033
Name: 2025-10-24, dtype: float64","Ticker
PETRONET.NS    274.19101
Name: 2025-10-31, dtype: float64","Ticker
PETRONET.NS    271.51004
Name: 2025-11-07, dtype: float64","Ticker
PETRONET.NS    273.600006
Name: 2025-11-14, dtype: float64","Ticker
PETRONET.NS    275.149994
Name: 2025-11-21, dtype: float64","Ticker
PETRONET.NS    271.850006
Name: 2025-11-28, dtype: float64","Ticker
PETRONET.NS    275.399994
Name: 2025-12-05, dtype: float64"
DMART.NS,"Ticker
DMART.NS    4616.600098
Name: 2025-09-12, dtype: float64","Ticker
DMART.NS    4775.299805
Name: 2025-09-19, dtype: float64","Ticker
DMART.NS    4517.799805
Name: 2025-09-26, dtype: float64","Ticker
DMART.NS    4418.399902
Name: 2025-10-03, dtype: float64","Ticker
DMART.NS    4320.399902
Name: 2025-10-10, dtype: float64","Ticker
DMART.NS    4302.5
Name: 2025-10-17, dtype: float64","Ticker
DMART.NS    4213.899902
Name: 2025-10-24, dtype: float64","Ticker
DMART.NS    4153.5
Name: 2025-10-31, dtype: float64","Ticker
DMART.NS    4011.0
Name: 2025-11-07, dtype: float64","Ticker
DMART.NS    4053.699951
Name: 2025-11-14, dtype: float64","Ticker
DMART.NS    4038.0
Name: 2025-11-21, dtype: float64","Ticker
DMART.NS    3996.5
Name: 2025-11-28, dtype: float64","Ticker
DMART.NS    3931.0
Name: 2025-12-05, dtype: float64"
SHREECEM.NS,"Ticker
SHREECEM.NS    29496.412109
Name: 2025-09-12, dtype: float64","Ticker
SHREECEM.NS    29795.5625
Name: 2025-09-19, dtype: float64","Ticker
SHREECEM.NS    28828.304688
Name: 2025-09-26, dtype: float64","Ticker
SHREECEM.NS    29097.541016
Name: 2025-10-03, dtype: float64","Ticker
SHREECEM.NS    29361.792969
Name: 2025-10-10, dtype: float64","Ticker
SHREECEM.NS    29606.099609
Name: 2025-10-17, dtype: float64","Ticker
SHREECEM.NS    28623.884766
Name: 2025-10-24, dtype: float64","Ticker
SHREECEM.NS    28230.0
Name: 2025-10-31, dtype: float64","Ticker
SHREECEM.NS    27375.0
Name: 2025-11-07, dtype: float64","Ticker
SHREECEM.NS    26700.0
Name: 2025-11-14, dtype: float64","Ticker
SHREECEM.NS    26480.0
Name: 2025-11-21, dtype: float64","Ticker
SHREECEM.NS    26400.0
Name: 2025-11-28, dtype: float64","Ticker
SHREECEM.NS    26240.0
Name: 2025-12-05, dtype: float64"
CIPLA.NS,"Ticker
CIPLA.NS    1574.599976
Name: 2025-09-12, dtype: float64","Ticker
CIPLA.NS    1575.800049
Name: 2025-09-19, dtype: float64","Ticker
CIPLA.NS    1499.400024
Name: 2025-09-26, dtype: float64","Ticker
CIPLA.NS    1517.699951
Name: 2025-10-03, dtype: float64","Ticker
CIPLA.NS    1561.800049
Name: 2025-10-10, dtype: float64","Ticker
CIPLA.NS    1577.599976
Name: 2025-10-17, dtype: float64","Ticker
CIPLA.NS    1584.400024
Name: 2025-10-24, dtype: float64","Ticker
CIPLA.NS    1501.300049
Name: 2025-10-31, dtype: float64","Ticker
CIPLA.NS    1505.699951
Name: 2025-11-07, dtype: float64","Ticker
CIPLA.NS    1532.099976
Name: 2025-11-14, dtype: float64","Ticker
CIPLA.NS    1511.800049
Name: 2025-11-21, dtype: float64","Ticker
CIPLA.NS    1531.300049
Name: 2025-11-28, dtype: float64","Ticker
CIPLA.NS    1520.0
Name: 2025-12-05, dtype: float64"
NYKAA.NS,"Ticker
NYKAA.NS    239.169998
Name: 2025-09-12, dtype: float64","Ticker
NYKAA.NS    243.619995
Name: 2025-09-19, dtype: float64","Ticker
NYKAA.NS    230.619995
Name: 2025-09-26, dtype: float64","Ticker
NYKAA.NS    239.809998
Name: 2025-10-03, dtype: float64","Ticker
NYKAA.NS    265.190002
Name: 2025-10-10, dtype: float64","Ticker
NYKAA.NS    261.140015
Name: 2025-10-17, dtype: float64","Ticker
NYKAA.NS    250.589996
Name: 2025-10-24, dtype: float64","Ticker
NYKAA.NS    247.940002
Name: 2025-10-31, dtype: float64","Ticker
NYKAA.NS    245.869995
Name: 2025-11-07, dtype: float64","Ticker
NYKAA.NS    260.130005
Name: 2025-11-14, dtype: float64","Ticker
NYKAA.NS    268.519989
Name: 2025-11-21, dtype: float64","Ticker
NYKAA.NS    267.309998
Name: 2025-11-28, dtype: float64","Ticker
NYKAA.NS    254.25
Name: 2025-12-05, dtype: float64"
IRCON.NS,"Ticker
IRCON.NS    172.300003
Name: 2025-09-12, dtype: float64","Ticker
IRCON.NS    185.190002
Name: 2025-09-19, dtype: float64","Ticker
IRCON.NS    169.850006
Name: 2025-09-26, dtype: float64","Ticker
IRCON.NS    174.589996
Name: 2025-10-03, dtype: float64","Ticker
IRCON.NS    176.639999
Name: 2025-10-10, dtype: float64","Ticker
IRCON.NS    169.029999
Name: 2025-10-17, dtype: float64","Ticker
IRCON.NS    169.820007
Name: 2025-10-24, dtype: float64","Ticker
IRCON.NS    169.619995
Name: 2025-10-31, dtype: float64","Ticker
IRCON.NS    163.600006
Name: 2025-11-07, dtype: float64","Ticker
IRCON.NS    163.270004
Name: 2025-11-14, dtype: float64","Ticker
IRCON.NS    162.300003
Name: 2025-11-21, dtype: float64","Ticker
IRCON.NS    160.919998
Name: 2025-11-28, dtype: float64","Ticker
IRCON.NS    152.009995
Name: 2025-12-05, dtype: float64"
GRSE.NS,"Ticker
GRSE.NS    2576.365479
Name: 2025-09-12, dtype: float64","Ticker
GRSE.NS    2599.715576
Name: 2025-09-19, dtype: float64","Ticker
GRSE.NS    2605.902344
Name: 2025-09-26, dtype: float64","Ticker
GRSE.NS    2718.560059
Name: 2025-10-03, dtype: float64","Ticker
GRSE.NS    2654.29834
Name: 2025-10-10, dtype: float64","Ticker
GRSE.NS    2590.834473
Name: 2025-10-17, dtype: float64","Ticker
GRSE.NS    2606.002197
Name: 2025-10-24, dtype: float64","Ticker
GRSE.NS    2550.621094
Name: 2025-10-31, dtype: float64","Ticker
GRSE.NS    2568.58252
Name: 2025-11-07, dtype: float64","Ticker
GRSE.NS    2897.100098
Name: 2025-11-14, dtype: float64","Ticker
GRSE.NS    2816.899902
Name: 2025-11-21, dtype: float64","Ticker
GRSE.NS    2793.199951
Name: 2025-11-28, dtype: float64","Ticker
GRSE.NS    2482.0
Name: 2025-12-05, dtype: float64"
LODHA.NS,"Ticker
LODHA.NS    1168.300049
Name: 2025-09-12, dtype: float64","Ticker
LODHA.NS    1216.099976
Name: 2025-09-19, dtype: float64","Ticker
LODHA.NS    1141.099976
Name: 2025-09-26, dtype: float64","Ticker
LODHA.NS    1113.0
Name: 2025-10-03, dtype: float64","Ticker
LODHA.NS    1155.900024
Name: 2025-10-10, dtype: float64","Ticker
LODHA.NS    1186.900024
Name: 2025-10-17, dtype: float64","Ticker
LODHA.NS    1172.900024
Name: 2025-10-24, dtype: float64","Ticker
LODHA.NS    1197.900024
Name: 2025-10-31, dtype: float64","Ticker
LODHA.NS    1226.599976
Name: 2025-11-07, dtype: float64","Ticker
LODHA.NS    1209.5
Name: 2025-11-14, dtype: float64","Ticker
LODHA.NS    1176.800049
Name: 2025-11-21, dtype: float64","Ticker
LODHA.NS    1148.199951
Name: 2025-11-28, dtype: float64","Ticker
LODHA.NS    1117.699951
Name: 2025-12-05, dtype: float64"
IEX.NS,"Ticker
IEX.NS    144.839996
Name: 2025-09-12, dtype: float64","Ticker
IEX.NS    149.029999
Name: 2025-09-19, dtype: float64","Ticker
IEX.NS    137.759995
Name: 2025-09-26, dtype: float64","Ticker
IEX.NS    143.589996
Name: 2025-10-03, dtype: float64","Ticker
IEX.NS    139.869995
Name: 2025-10-10, dtype: float64","Ticker
IEX.NS    134.179993
Name: 2025-10-17, dtype: float64","Ticker
IEX.NS    147.050003
Name: 2025-10-24, dtype: float64","Ticker
IEX.NS    139.059998
Name: 2025-10-31, dtype: float64","Ticker
IEX.NS    138.960007
Name: 2025-11-07, dtype: float64","Ticker
IEX.NS    137.550003
Name: 2025-11-14, dtype: float64","Ticker
IEX.NS    141.119995
Name: 2025-11-21, dtype: float64","Ticker
IEX.NS    139.289993
Name: 2025-11-28, dtype: float64","Ticker
IEX.NS    145.710007
Name: 2025-12-05, dtype: float64"
JINDALSTEL.NS,"Ticker
JINDALSTEL.NS    1035.949951
Name: 2025-09-12, dtype: float64","Ticker
JINDALSTEL.NS    1046.0
Name: 2025-09-19, dtype: float64","Ticker
JINDALSTEL.NS    1029.5
Name: 2025-09-26, dtype: float64","Ticker
JINDALSTEL.NS    1076.5
Name: 2025-10-03, dtype: float64","Ticker
JINDALSTEL.NS    1015.200012
Name: 2025-10-10, dtype: float64","Ticker
JINDALSTEL.NS    1007.599976
Name: 2025-10-17, dtype: float64","Ticker
JINDALSTEL.NS    1008.200012
Name: 2025-10-24, dtype: float64","Ticker
JINDALSTEL.NS    1066.800049
Name: 2025-10-31, dtype: float64","Ticker
JINDALSTEL.NS    1069.900024
Name: 2025-11-07, dtype: float64","Ticker
JINDALSTEL.NS    1076.199951
Name: 2025-11-14, dtype: float64","Ticker
JINDALSTEL.NS    1038.599976
Name: 2025-11-21, dtype: float64","Ticker
JINDALSTEL.NS    1044.400024
Name: 2025-11-28, dtype: float64","Ticker
JINDALSTEL.NS    992.200012
Name: 2025-12-05, dtype: float64"
SUNDARMFIN.NS,"Ticker
SUNDARMFIN.NS    4472.299805
Name: 2025-09-12, dtype: float64","Ticker
SUNDARMFIN.NS    4576.899902
Name: 2025-09-19, dtype: float64","Ticker
SUNDARMFIN.NS    4485.5
Name: 2025-09-26, dtype: float64","Ticker
SUNDARMFIN.NS    4412.399902
Name: 2025-10-03, dtype: float64","Ticker
SUNDARMFIN.NS    4409.5
Name: 2025-10-10, dtype: float64","Ticker
SUNDARMFIN.NS    4488.200195
Name: 2025-10-17, dtype: float64","Ticker
SUNDARMFIN.NS    4647.0
Name: 2025-10-24, dtype: float64","Ticker
SUNDARMFIN.NS    4594.5
Name: 2025-10-31, dtype: float64","Ticker
SUNDARMFIN.NS    4808.0
Name: 2025-11-07, dtype: float64","Ticker
SUNDARMFIN.NS    4721.0
Name: 2025-11-14, dtype: float64","Ticker
SUNDARMFIN.NS    4703.200195
Name: 2025-11-21, dtype: float64","Ticker
SUNDARMFIN.NS    4728.600098
Name: 2025-11-28, dtype: float64","Ticker
SUNDARMFIN.NS    4772.0
Name: 2025-12-05, dtype: float64"
ALKYLAMINE.NS,"Ticker
ALKYLAMINE.NS    2030.599976
Name: 2025-09-12, dtype: float64","Ticker
ALKYLAMINE.NS    2078.0
Name: 2025-09-19, dtype: float64","Ticker
ALKYLAMINE.NS    1970.199951
Name: 2025-09-26, dtype: float64","Ticker
ALKYLAMINE.NS    1884.599976
Name: 2025-10-03, dtype: float64","Ticker
ALKYLAMINE.NS    1843.199951
Name: 2025-10-10, dtype: float64","Ticker
ALKYLAMINE.NS    1923.900024
Name: 2025-10-17, dtype: float64","Ticker
ALKYLAMINE.NS    1871.300049
Name: 2025-10-24, dtype: float64","Ticker
ALKYLAMINE.NS    1860.0
Name: 2025-10-31, dtype: float64","Ticker
ALKYLAMINE.NS    1777.699951
Name: 2025-11-07, dtype: float64","Ticker
ALKYLAMINE.NS    1775.599976
Name: 2025-11-14, dtype: float64","Ticker
ALKYLAMINE.NS    1747.199951
Name: 2025-11-21, dtype: float64","Ticker
ALKYLAMINE.NS    1680.5
Name: 2025-11-28, dtype: float64","Ticker
ALKYLAMINE.NS    1642.199951
Name: 2025-12-05, dtype: float64"
ASIANPAINT.NS,"Ticker
ASIANPAINT.NS    2542.332275
Name: 2025-09-12, dtype: float64","Ticker
ASIANPAINT.NS    2477.832764
Name: 2025-09-19, dtype: float64","Ticker
ASIANPAINT.NS    2339.149414
Name: 2025-09-26, dtype: float64","Ticker
ASIANPAINT.NS    2354.125977
Name: 2025-10-03, dtype: float64","Ticker
ASIANPAINT.NS    2336.553467
Name: 2025-10-10, dtype: float64","Ticker
ASIANPAINT.NS    2503.892334
Name: 2025-10-17, dtype: float64","Ticker
ASIANPAINT.NS    2497.701904
Name: 2025-10-24, dtype: float64","Ticker
ASIANPAINT.NS    2506.887695
Name: 2025-10-31, dtype: float64","Ticker
ASIANPAINT.NS    2609.727051
Name: 2025-11-07, dtype: float64","Ticker
ASIANPAINT.NS    2901.871094
Name: 2025-11-14, dtype: float64","Ticker
ASIANPAINT.NS    2876.600098
Name: 2025-11-21, dtype: float64","Ticker
ASIANPAINT.NS    2874.399902
Name: 2025-11-28, dtype: float64","Ticker
ASIANPAINT.NS    2947.199951
Name: 2025-12-05, dtype: float64"
ACE.NS,"Ticker
ACE.NS    1118.900024
Name: 2025-09-12, dtype: float64","Ticker
ACE.NS    1150.0
Name: 2025-09-19, dtype: float64","Ticker
ACE.NS    1080.099976
Name: 2025-09-26, dtype: float64","Ticker
ACE.NS    1076.800049
Name: 2025-10-03, dtype: float64","Ticker
ACE.NS    1069.0
Name: 2025-10-10, dtype: float64","Ticker
ACE.NS    1086.400024
Name: 2025-10-17, dtype: float64","Ticker
ACE.NS    1110.099976
Name: 2025-10-24, dtype: float64","Ticker
ACE.NS    1100.900024
Name: 2025-10-31, dtype: float64","Ticker
ACE.NS    1022.0
Name: 2025-11-07, dtype: float64","Ticker
ACE.NS    983.5
Name: 2025-11-14, dtype: float64","Ticker
ACE.NS    960.400024
Name: 2025-11-21, dtype: float64","Ticker
ACE.NS    992.799988
Name: 2025-11-28, dtype: float64","Ticker
ACE.NS    965.599976
Name: 2025-12-05, dtype: float64"
TVSMOTOR.NS,"Ticker
TVSMOTOR.NS    3492.399902
Name: 2025-09-12, dtype: float64","Ticker
TVSMOTOR.NS    3529.399902
Name: 2025-09-19, dtype: float64","Ticker
TVSMOTOR.NS    3414.399902
Name: 2025-09-26, dtype: float64","Ticker
TVSMOTOR.NS    3456.100098
Name: 2025-10-03, dtype: float64","Ticker
TVSMOTOR.NS    3490.300049
Name: 2025-10-10, dtype: float64","Ticker
TVSMOTOR.NS    3654.0
Name: 2025-10-17, dtype: float64","Ticker
TVSMOTOR.NS    3599.800049
Name: 2025-10-24, dtype: float64","Ticker
TVSMOTOR.NS    3508.699951
Name: 2025-10-31, dtype: float64","Ticker
TVSMOTOR.NS    3456.800049
Name: 2025-11-07, dtype: float64","Ticker
TVSMOTOR.NS    3386.5
Name: 2025-11-14, dtype: float64","Ticker
TVSMOTOR.NS    3441.899902
Name: 2025-11-21, dtype: float64","Ticker
TVSMOTOR.NS    3531.5
Name: 2025-11-28, dtype: float64","Ticker
TVSMOTOR.NS    3666.199951
Name: 2025-12-05, dtype: float64"
COROMANDEL.NS,"Ticker
COROMANDEL.NS    2228.800049
Name: 2025-09-12, dtype: float64","Ticker
COROMANDEL.NS    2261.5
Name: 2025-09-19, dtype: float64","Ticker
COROMANDEL.NS    2186.699951
Name: 2025-09-26, dtype: float64","Ticker
COROMANDEL.NS    2301.5
Name: 2025-10-03, dtype: float64","Ticker
COROMANDEL.NS    2220.5
Name: 2025-10-10, dtype: float64","Ticker
COROMANDEL.NS    2146.600098
Name: 2025-10-17, dtype: float64","Ticker
COROMANDEL.NS    2163.100098
Name: 2025-10-24, dtype: float64","Ticker
COROMANDEL.NS    2124.600098
Name: 2025-10-31, dtype: float64","Ticker
COROMANDEL.NS    2146.399902
Name: 2025-11-07, dtype: float64","Ticker
COROMANDEL.NS    2202.699951
Name: 2025-11-14, dtype: float64","Ticker
COROMANDEL.NS    2262.800049
Name: 2025-11-21, dtype: float64","Ticker
COROMANDEL.NS    2382.100098
Name: 2025-11-28, dtype: float64","Ticker
COROMANDEL.NS    2276.300049
Name: 2025-12-05, dtype: float64"
NMDC.NS,"Ticker
NMDC.NS    76.470001
Name: 2025-09-12, dtype: float64","Ticker
NMDC.NS    76.529999
Name: 2025-09-19, dtype: float64","Ticker
NMDC.NS    74.989998
Name: 2025-09-26, dtype: float64","Ticker
NMDC.NS    77.099998
Name: 2025-10-03, dtype: float64","Ticker
NMDC.NS    77.129997
Name: 2025-10-10, dtype: float64","Ticker
NMDC.NS    74.910004
Name: 2025-10-17, dtype: float64","Ticker
NMDC.NS    74.190002
Name: 2025-10-24, dtype: float64","Ticker
NMDC.NS    75.790001
Name: 2025-10-31, dtype: float64","Ticker
NMDC.NS    74.239998
Name: 2025-11-07, dtype: float64","Ticker
NMDC.NS    76.550003
Name: 2025-11-14, dtype: float64","Ticker
NMDC.NS    73.510002
Name: 2025-11-21, dtype: float64","Ticker
NMDC.NS    73.919998
Name: 2025-11-28, dtype: float64","Ticker
NMDC.NS    74.949997
Name: 2025-12-05, dtype: float64"
PATANJALI.NS,"Ticker
PATANJALI.NS    590.93689
Name: 2025-09-12, dtype: float64","Ticker
PATANJALI.NS    607.088745
Name: 2025-09-19, dtype: float64","Ticker
PATANJALI.NS    587.247925
Name: 2025-09-26, dtype: float64","Ticker
PATANJALI.NS    586.699585
Name: 2025-10-03, dtype: float64","Ticker
PATANJALI.NS    592.332703
Name: 2025-10-10, dtype: float64","Ticker
PATANJALI.NS    586.101318
Name: 2025-10-17, dtype: float64","Ticker
PATANJALI.NS    579.221863
Name: 2025-10-24, dtype: float64","Ticker
PATANJALI.NS    600.608093
Name: 2025-10-31, dtype: float64","Ticker
PATANJALI.NS    577.177979
Name: 2025-11-07, dtype: float64","Ticker
PATANJALI.NS    587.799988
Name: 2025-11-14, dtype: float64","Ticker
PATANJALI.NS    579.299988
Name: 2025-11-21, dtype: float64","Ticker
PATANJALI.NS    568.150024
Name: 2025-11-28, dtype: float64","Ticker
PATANJALI.NS    542.599976
Name: 2025-12-05, dtype: float64"
NTPC.NS,"Ticker
NTPC.NS    328.907501
Name: 2025-09-12, dtype: float64","Ticker
NTPC.NS    335.798981
Name: 2025-09-19, dtype: float64","Ticker
NTPC.NS    335.055267
Name: 2025-09-26, dtype: float64","Ticker
NTPC.NS    339.120758
Name: 2025-10-03, dtype: float64","Ticker
NTPC.NS    336.840149
Name: 2025-10-10, dtype: float64","Ticker
NTPC.NS    338.129181
Name: 2025-10-17, dtype: float64","Ticker
NTPC.NS    336.740997
Name: 2025-10-24, dtype: float64","Ticker
NTPC.NS    334.113312
Name: 2025-10-31, dtype: float64","Ticker
NTPC.NS    326.100006
Name: 2025-11-07, dtype: float64","Ticker
NTPC.NS    328.450012
Name: 2025-11-14, dtype: float64","Ticker
NTPC.NS    326.649994
Name: 2025-11-21, dtype: float64","Ticker
NTPC.NS    326.450012
Name: 2025-11-28, dtype: float64","Ticker
NTPC.NS    322.700012
Name: 2025-12-05, dtype: float64"
RAMCOCEM.NS,"Ticker
RAMCOCEM.NS    1030.900024
Name: 2025-09-12, dtype: float64","Ticker
RAMCOCEM.NS    1054.199951
Name: 2025-09-19, dtype: float64","Ticker
RAMCOCEM.NS    1001.599976
Name: 2025-09-26, dtype: float64","Ticker
RAMCOCEM.NS    989.75
Name: 2025-10-03, dtype: float64","Ticker
RAMCOCEM.NS    1018.650024
Name: 2025-10-10, dtype: float64","Ticker
RAMCOCEM.NS    1023.599976
Name: 2025-10-17, dtype: float64","Ticker
RAMCOCEM.NS    1046.800049
Name: 2025-10-24, dtype: float64","Ticker
RAMCOCEM.NS    1044.449951
Name: 2025-10-31, dtype: float64","Ticker
RAMCOCEM.NS    1033.5
Name: 2025-11-07, dtype: float64","Ticker
RAMCOCEM.NS    980.299988
Name: 2025-11-14, dtype: float64","Ticker
RAMCOCEM.NS    1010.5
Name: 2025-11-21, dtype: float64","Ticker
RAMCOCEM.NS    1037.5
Name: 2025-11-28, dtype: float64","Ticker
RAMCOCEM.NS    1009.099976
Name: 2025-12-05, dtype: float64"
